road_name,ausrap_section_id,veh_str_rating_smoothed,survey_date,road_type,OBJECTID,SHAPE_Length
0000014-STURT HIGHWAY,2,3,20201028,State,1221,3632.619951
0000006-MID WESTERN HIGHWAY,1,4,20140901,State,1222,240.9983595
"0007140-CATTAI RIDGE RD,SCHEYVILLE RD",1,2,20210610,Regional,1223,3491.39254
0000066-MENINDEE RD,1,1,20220112,Regional,1224,3549.621712
"0000358-COULSONS CREEK RD,MERRIWA RD",1,2,20220405,Regional,1225,14087.7034
0000078-OLYMPIC HIGHWAY,3,1,20140926,State,1226,10786.81476
"0000373-EPPING RD,CARLINGFORD RD",1,2,20161123,State,1227,843.9268784
0000083-SUMMERLAND WAY,3,1,20150918,State,1228,3405.084435
0000090-THE BUCKETTS WAY,1,3,20220406,Regional,1229,10325.71115
0000003-FEDERAL HIGHWAY,1,4,20130923,State,1230,3661.853307
0000018-CASTLEREAGH HIGHWAY,1,2,20150914,State,1231,30824.81907
"0000095-PICTON RD,MT OUSLEY RD",1,3,20150320,State,1232,243.1789831
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,3,20160113,State,1233,723.6674233
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",2,4,20220204,Regional,1234,1934.741874
0007300-GEORGE ST,2,4,20211018,Regional,1235,120.9531626
0000014-STURT HIGHWAY,2,3,20201029,State,1236,36455.47331
"0000644-PROSPECT HWY,ABBOTT RD,BLACKTOWN RD",1,3,20161110,State,1237,604.221423
0000030-CENTRAL COAST HIGHWAY,1,3,20201210,State,1238,600.9026676
"0007484-MACARTHUR ST,HARRIS ST",1,3,20210927,Regional,1239,1087.60965
0000012-GWYDIR HIGHWAY,3,2,20201104,State,1240,48348.42448
0000512-HEATHCOTE RD,1,4,20160203,State,1241,483.5215729
"0000184-BELLS LINE OF RD,WINDSOR RD",2,2,20151130,State,1242,2164.530673
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",2,4,20151130,State,1243,2045.070624
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",1,4,20150922,State,1244,350.8127166
0000014-STURT HIGHWAY,1,3,20201029,State,1245,6234.034593
"0000248-RUGBY RD,BOOROWA RD,LAGGAN TARALGA RD",1,3,20211123,Regional,1246,971.1506337
0000030-CENTRAL COAST HIGHWAY,1,3,20201210,State,1247,3242.064382
0004033-BURRINJUCK RD,1,1,20211022,Regional,1248,7336.673743
"0000063-MANILLA RD,WARIALDA RD,COBBADAH RD",2,2,20220525,Regional,1249,13779.711
"0000333-CARINDA RD,CUMBERDOON WAY",1,2,20220117,Regional,1250,6989.653443
0000007-MITCHELL HIGHWAY,3,4,20201025,State,1251,2937.364458
"0000079-BRAIDWOOD RD,GOULBURN RD",1,2,20151202,State,1252,11137.37233
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,1253,1202.705307
0000006-MID WESTERN HIGHWAY,1,4,20140901,State,1254,1203.713925
0007205-BOUNDARY RD,2,3,20211016,Regional,1255,1445.683719
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",1,4,20150107,State,1256,837.3269841
"0007631-THE WOOL RD,LORALYN AV",1,4,20211214,Regional,1257,2081.102621
0000078-OLYMPIC HIGHWAY,2,2,20140930,State,1258,3656.876911
0000020-RIVERINA HIGHWAY,2,3,20160121,State,1259,868.4730794
0000348-PEAK HILL TULLAMORE RD,1,3,20220202,Regional,1260,10698.90287
0006003-M1 PACIFIC MOTORWAY,1,2,20160307,State,1261,7107.832434
0000010-PACIFIC HIGHWAY,2,3,20211022,State,1262,1952.873399
0000335-WYONG RD,1,4,20150107,State,1263,1321.642375
"0000171-BUNNERONG RD,ANZAC PDE",1,3,20151209,State,1264,1210.419944
"0000347-TRANGIE DANDALOO RD,TRANGIE COLLIE RD,COLLIE TRANGIE RD",2,2,20220209,Regional,1265,3542.358584
0000558-DUCKMALOI RD,1,3,20151130,State,1266,2273.864895
0000001-PRINCES HIGHWAY,1,3,20150320,State,1267,1332.77038
0000381-JUGIONG RD,1,2,20211022,Regional,1268,3665.062145
"0000217-WANGI RD,LAKE RD",2,4,20160308,State,1269,1433.574671
0000572-EUMUNGERIE RD,1,3,20220208,Regional,1270,21277.91097
0000001-PRINCES HIGHWAY,13,2,20150320,State,1271,347.6377034
"0002043-EASTERN ARTERIAL RD,BURNS RD,EDGEWORTH DAVID AV",1,3,20211016,Regional,1272,723.4307974
0007195-DENHAM COURT RD,1,3,20210928,Regional,1273,3260.88967
"0000689-BRUNSWICK VALLEY WAY,GULGAN RD,TWEED ST",1,2,20220601,Regional,1274,5578.068132
0000335-WYONG RD,1,3,20150107,State,1275,1556.889931
"0000688-WAGGA RD,MATE ST,WODONGA PL",1,4,20211110,Regional,1276,494.5428011
"0007347-MCINTOSH RD,FISHER RD",1,4,20210930,Regional,1277,3033.445754
0000010-PACIFIC HIGHWAY,9,4,20211105,State,1278,115.7425564
"0000547-WALLA WALLA JINDERA RD,LOOKOUT RD",1,1,20211111,Regional,1279,7421.40424
0000001-PRINCES HIGHWAY,1,4,20150320,State,1280,241.3277961
0000111-THE LAKES WAY,1,2,20220429,Regional,1281,10660.89669
0000011-OXLEY HIGHWAY,2,3,20210501,State,1282,350.1695739
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",2,3,20220204,Regional,1283,7189.950459
"0000108-NELSON BAY RD,CORMORANT RD",1,2,20150108,State,1284,5477.690752
"0007759-ELIZABETH BAY DR,MIMOSA RD",1,2,20220419,Regional,1285,3718.16432
"0000211-HOLBROOK RD,HOLBROOK WAGGA RD",1,3,20211117,Regional,1286,307.9630613
"0000061-HENRY PARKES WAY,THE ESCORT WAY",1,1,20140926,State,1287,15084.96812
0007150-BLACKTOWN RD,1,3,20210923,Regional,1288,2114.382687
0006004-M4 WESTERN MOTORWAY,1,3,20161121,State,1289,6379.626381
"0000527-MAIN RD,GEORGE BOOTH DR,MACQUARIE RD",1,4,20150701,State,1290,239.4283036
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",2,2,20220204,Regional,1291,7192.939614
0000560-BEACH RD,1,2,20211203,Regional,1292,985.4309065
0000516-CHIFLEY RD,1,4,20151009,State,1293,1799.17899
"0000260-OLD HUME HWY,MOSS VALE RD,MITTAGONG RD",1,3,20160304,State,1294,363.9362873
0000075-ARMIDALE RD,1,4,20220628,Regional,1295,1135.922135
0000007-MITCHELL HIGHWAY,1,,20210217,State,1296,240.5207524
"0000108-NELSON BAY RD,CORMORANT RD",1,4,20150108,State,1297,1136.874649
"0007325-MAJORS BAY RD,LYONS RD W,HAMPDEN RD",1,3,20211005,Regional,1298,3333.513564
"0000137-ASHFORD RD,BONSHAW RD",1,3,20220526,Regional,1299,2191.761213
0007510-ALBION ST,1,3,20211218,Regional,1300,2767.008682
"0000272-TATHRA BERMAGUI RD,TATHRA RD,WALLAGA LAKE RD",1,4,20211204,Regional,1301,1744.84363
0000017-NEWELL HIGHWAY,1,2,20150221,State,1302,19405.58984
"0000370-ALBURY RD,KYWONG HOWLONG RD,LOCKHART RD",2,4,20211110,Regional,1303,123.4357344
0000017-NEWELL HIGHWAY,2,1,20150221,State,1304,3553.156447
0000029-KAMILAROI HIGHWAY,1,3,20211102,State,1305,10461.48571
0000002-HUME HIGHWAY,2,3,20140918,State,1306,23977.31991
0007351-EASTERN RD,1,3,20211016,Regional,1307,2512.072666
"0000164-PITTWATER RD,BARRENJOEY RD",1,3,20161130,State,1308,362.4846432
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",2,1,20211023,Regional,1309,3632.832471
"0000054-TRUNKEY RD,SOFALA RD,JUNCTION POINT RD",1,4,20151203,State,1310,485.7045416
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,1311,3496.449576
"0002075-PRESIDENT AV,CAPTAIN COOK DR,THE BOULEVARDE",3,2,20211007,Regional,1312,1206.77083
0000010-PACIFIC HIGHWAY,15,3,20211221,State,1313,93892.4677
"0007744-JEWRY ST,DAMPIER ST",1,3,20220516,Regional,1314,2340.63727
0000011-OXLEY HIGHWAY,2,4,20210501,State,1315,3504.236538
0000135-GUYRA RD,1,1,20220517,Regional,1316,23368.49124
"0000674-THE ESPLANADE,HILLSBOROUGH RD,MEDCALF ST",1,3,20150107,State,1317,1125.28078
"0000609-THE HORSLEY DR,VICTORIA ST",3,3,20161107,State,1318,964.6013875
0000022-SILVER CITY HIGHWAY,1,2,20140910,State,1319,7261.637079
0000410-KIDMAN WAY,1,2,20140905,State,1320,7194.970657
0000648-COWPASTURE RD,1,3,20160202,State,1321,4837.665335
0000001-PRINCES HIGHWAY,7,3,20150320,Regional,1322,364.563375
0000005-GREAT WESTERN HIGHWAY,3,4,20151010,State,1323,1083.1848
0000055-BLACK STUMP WAY,1,2,20211222,Regional,1324,3666.196995
"0000394-THE SNOWY RIVER WAY,DALGETY RD",1,3,20211124,Regional,1325,621.1798027
0000010-PACIFIC HIGHWAY,5,3,20211023,State,1326,478.8490291
"0000080-KIDMAN WAY,MOSSGIEL RD,IRRIGATION WAY",2,2,20140923,State,1327,10032.82698
"0000658-O'RIORDAN ST,JOYCE DR",2,2,20160225,State,1328,120.7995503
"0000504-AVOCA DR,SCENIC HWY",1,3,20150107,State,1329,3480.142355
0007487-TALAVERA RD,1,4,20211017,Regional,1330,482.1257887
"0000220-WINE COUNTRY DR,LEGGETTS DR,CESSNOCK RD",1,4,20150109,State,1331,735.4800001
0000675-MOTORWAY LINK,1,3,20160308,State,1332,2176.530125
0000011-OXLEY HIGHWAY,2,3,20210501,State,1333,3034.949283
"0000217-WANGI RD,LAKE RD",1,2,20160308,State,1334,1197.096795
0000019-MONARO HIGHWAY,1,4,20150512,State,1335,498.4748099
0000617-FORESHORE RD,1,3,20160225,State,1336,3862.972679
0000214-ULAN RD,1,1,20211220,Regional,1337,5413.119537
"0007153-QUAKERS HILL PWY,KNOX RD,FERRERS RD",1,4,20210923,Regional,1338,1208.565364
0000005-GREAT WESTERN HIGHWAY,3,3,20151010,State,1339,601.886298
"0000190-SILVERWATER RD,ALFORDS POINT RD,NEW ILLAWARRA RD",1,4,20161108,State,1340,1571.450999
0000029-KAMILAROI HIGHWAY,4,2,20220203,State,1341,40392.45975
"0000101-STROUD HILL RD,DUNGOG RD,TOCAL RD",1,1,20220406,Regional,1342,3565.991973
0007742-WYRALLAH RD,1,1,20220704,Regional,1343,3432.072112
0000030-CENTRAL COAST HIGHWAY,1,3,20201210,State,1344,240.4525943
"0000651-F1 WARRINGAH FREEWAY, GORE HILL FREEWAY",1,4,20161202,State,1345,3800.796789
"0000184-BELLS LINE OF RD,WINDSOR RD",4,3,20151203,State,1346,2286.498626
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,4,20150110,State,1347,602.0451562
0000001-PRINCES HIGHWAY,1,3,20150320,State,1348,2294.168217
"0000660-AVOCA ST,CARRINGTON RD,FRENCHMANS RD",1,2,20150211,State,1349,2416.193103
0000686-BEECH RD,1,3,20160202,State,1350,847.5463526
"0000659-BOURKE RD,COWARD ST,KENT RD",1,3,20150210,State,1351,845.6719642
"0000692-THE LAKES WAY,FAILFORD RD,MANNING ST",1,4,20151013,State,1352,2892.395416
"0007299-CLIFF DR,NARROW NECK RD",1,3,20210925,Regional,1353,3538.383716
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,1354,1808.231058
0000017-NEWELL HIGHWAY,2,1,20150221,State,1355,14044.5112
0000009-NEW ENGLAND HIGHWAY,20,3,20211103,State,1356,2304.962421
0000030-CENTRAL COAST HIGHWAY,1,2,20201210,State,1357,1198.317389
0000029-KAMILAROI HIGHWAY,4,1,20220203,State,1358,3462.908156
0000154-THE NORTHERN ROAD,1,3,20161102,State,1359,1449.693472
0000018-CASTLEREAGH HIGHWAY,1,2,20150914,State,1360,7139.649412
"0000629-CARLISLE AV,ERSKINE PARK RD",1,2,20161107,State,1361,602.5893854
"0000609-THE HORSLEY DR,VICTORIA ST",4,3,20161107,State,1362,1324.665359
0000286-KOSCIUSZKO RD,1,2,20140927,State,1363,4975.944022
"0007344-KENNETH RD,BALGOWLAH RD",1,3,20211017,Regional,1364,312.690253
0000022-SILVER CITY HIGHWAY,2,2,20140911,State,1365,6885.166592
0000017-NEWELL HIGHWAY,2,3,20150221,State,1366,587.3592464
0000007-MITCHELL HIGHWAY,3,2,20201025,State,1367,6972.147457
"0000630-LONDONDERRY RD,CASTLEREAGH RD,CRANEBROOK RD",1,3,20161102,State,1368,2886.573786
0000179-MENANGLE RD,1,4,20160129,State,1369,967.1099941
0000090-THE BUCKETTS WAY,1,4,20220406,Regional,1370,2379.535939
"0000101-STROUD HILL RD,DUNGOG RD,TOCAL RD",1,3,20220406,Regional,1371,2145.249747
"0000129-BARADINE RD,COONABARABRAN RD,PURLEWAUGH RD",2,3,20220506,Regional,1372,3517.108453
"0007464-MILLER ST,BLUE ST",1,3,20211019,Regional,1373,565.9172725
"0000059-URANA LOCKHART RD,COCKETGEDONG RD,LOCKHART RD",1,3,20211111,Regional,1374,7344.988393
0000398-MARY GILMORE WAY,1,3,20211023,Regional,1375,3653.777826
0007731-ILUKA RD,1,2,20220701,Regional,1376,4142.918287
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,1377,240.8709468
"0000104-RICHARDSON RD,RAYMOND TERRACE RD",1,2,20140304,State,1378,1191.483396
0007250-MERRYLANDS RD,1,3,20211001,Regional,1379,7166.279367
0000005-GREAT WESTERN HIGHWAY,2,2,20130921,State,1380,28411.3617
0000020-RIVERINA HIGHWAY,1,3,20160122,State,1381,3707.944778
0000014-STURT HIGHWAY,2,2,20201029,State,1382,3641.989748
0000030-CENTRAL COAST HIGHWAY,5,5,20201210,State,1383,479.4589113
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",1,4,20160222,State,1384,604.2943143
"0000692-THE LAKES WAY,FAILFORD RD,MANNING ST",1,2,20151012,State,1385,827.0069499
"0000184-BELLS LINE OF RD,WINDSOR RD",2,3,20151130,State,1386,4933.385742
0000215-BYLONG VALLEY WAY,1,2,20211220,Regional,1387,20343.28925
"0007102-PARK RD,WALDRON RD,CHRISTINA RD",1,3,20211002,Regional,1388,3370.063395
0000001-PRINCES HIGHWAY,3,4,20150320,State,1389,1612.380328
"0000632-BRADFIELD HWY,WESTERN DSTR",1,4,20151127,State,1390,107.1261432
"0000052-GRABBEN GULLEN RD,GUNDAROO RD,SUTTON RD",3,2,20211122,Regional,1391,18273.63364
"0000284-TUMBARUMBA RD,LITTLE BILLABONG RD",1,4,20160123,State,1392,123.1296632
0000381-JUGIONG RD,1,1,20211022,Regional,1393,3658.212402
0000018-CASTLEREAGH HIGHWAY,3,3,20150925,State,1394,3525.266941
"0007514-COCKIES RD,NYNGAN RD",1,3,20220207,Regional,1395,10646.75317
"0007163-JERSEY RD,COPELAND RD",2,3,20210921,Regional,1396,46.8846702
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,,20160113,State,1397,481.6629429
"0000134-DELUNGRA RD,BINGARA RD",1,2,20220520,Regional,1398,9339.056051
"0000528-MCEVOY ST,DACEY AV,SYDNEY PARK RD",2,3,20151208,State,1399,959.4204626
"0007197-WILLIAMSON RD,HENDERSON RD",1,4,20210922,Regional,1400,4637.436704
"0000266-JAMBEROO RD,TERRY ST",1,3,20211213,Regional,1401,2197.786956
0000512-HEATHCOTE RD,1,3,20160203,State,1402,362.5750616
0000286-KOSCIUSZKO RD,1,1,20140927,State,1403,3724.153602
0000535-ELIZABETH DR,1,3,20160203,State,1404,6264.087467
"0000261-MOSS VALE RD,SHEEPWASH RD,KANGALOON RD",1,1,20160304,State,1405,3050.602201
0000078-OLYMPIC HIGHWAY,2,3,20140930,State,1406,8074.847106
"0000372-BERRIMA RD,TAYLOR AV,MEDWAY RD",1,3,20211213,Regional,1407,3287.323689
0000009-NEW ENGLAND HIGHWAY,2,3,20211101,State,1408,1290.25508
0000017-NEWELL HIGHWAY,2,2,20150221,State,1409,3501.880643
0007094-MISSENDEN RD,1,5,20211019,Regional,1410,284.1221114
0000327-ALISON RD,1,3,20150211,State,1411,1164.767953
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,1412,600.0887289
"0000302-TOMAGO RD,CABBAGE TREE RD",1,2,20160308,State,1413,357.1058343
0000027-GOLDEN HIGHWAY,2,2,20201212,State,1414,3542.570739
0000017-NEWELL HIGHWAY,1,1,20150220,State,1415,241.0120605
"0000178-NARELLAN RD,CAMDEN VALLEY WAY",1,4,20210921,Regional,1416,482.9019656
"0000692-THE LAKES WAY,FAILFORD RD,MANNING ST",2,4,20151013,State,1417,1660.008176
"0000104-RICHARDSON RD,RAYMOND TERRACE RD",1,4,20140304,State,1418,357.4489087
0000330-CLEVELAND ST,1,3,20151127,State,1419,2410.750118
"0000104-RICHARDSON RD,RAYMOND TERRACE RD",1,2,20140304,State,1420,237.9924146
0000002-HUME HIGHWAY,2,3,20140918,State,1421,10886.16674
"0007160-GLENDENNING RD,LAMB ST,WOODSTOCK AV",1,3,20211001,Regional,1422,3224.692281
"0007635-WILSON DR,WEST PDE,THIRLMERE WAY",1,3,20211213,Regional,1423,1333.481973
0000007-MITCHELL HIGHWAY,2,2,20210217,State,1424,1182.678902
"0000393-SIR BERTRAM STEVENS DR,LADY WAKEHURST DR,MCKELL AV",1,2,20160223,State,1425,2058.000846
0000002-HUME HIGHWAY,1,2,20140918,State,1426,2412.591535
0000009-NEW ENGLAND HIGHWAY,1,4,20211029,State,1427,2853.352655
0000508-HENRY LAWSON DRIVE,1,3,20160219,State,1428,1691.976579
"0000164-PITTWATER RD,BARRENJOEY RD",1,4,20161130,State,1429,1208.318214
"0860083-PRINCE ST,BENT ST,CRAIG ST",1,4,20150921,State,1430,566.6652099
0000516-CHIFLEY RD,1,2,20151009,State,1431,3847.051067
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",3,3,20220207,Regional,1432,4009.098366
"0000184-BELLS LINE OF RD,WINDSOR RD",1,3,20151130,State,1433,965.0158983
"0007105-AUBURN RD,AMY ST",1,3,20210924,Regional,1434,1208.192428
"0007304-MACQUARIE ST,COLLEGE ST,WENTWORTH AV",1,3,20211018,Regional,1435,516.3723703
0000690-NORWEST BVD,1,2,20170206,State,1436,847.0626734
"0007744-JEWRY ST,DAMPIER ST",1,4,20220516,Regional,1437,1659.410573
0000678-OLD PRINCES HIGHWAY,2,3,20211213,Regional,1438,1454.33637
0000014-STURT HIGHWAY,2,3,20201029,State,1439,606.916548
0000232-BOONANGAR RD,1,2,20220403,Regional,1440,3532.24816
"0000023-NEWCASTLE INNER CITY BYPA, LOOKOUT RD",2,3,20150108,State,1441,956.1959992
0000007-MITCHELL HIGHWAY,3,2,20201026,State,1442,20795.65958
0000354-THE MCGRANE WAY,1,2,20220202,Regional,1443,3681.842576
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,3,20151208,State,1444,1085.361976
0000004-SNOWY MOUNTAINS HIGHWAY,2,2,20201110,State,1445,1481.736443
"0000600-OCEAN DR,HASTINGS RIVER DR",3,3,20220514,Regional,1446,3766.259448
"0000584-OLD COOMA RD,COOMA ST",2,3,20211119,Regional,1447,860.7421234
0000170-BOTANY RD,2,2,20160311,State,1448,120.7805461
0000002-HUME HIGHWAY,2,3,20140918,State,1449,14707.53909
0000006-MID WESTERN HIGHWAY,1,2,20140901,State,1450,239.8516853
0000051-KINGS HIGHWAY,2,2,20210226,State,1451,6497.606936
0000001-PRINCES HIGHWAY,5,5,20150320,State,1452,1215.489821
0000073-THUNDERBOLTS WAY,1,3,20220516,Regional,1453,1635.829305
0000006-MID WESTERN HIGHWAY,1,3,20140901,State,1454,1203.866643
"0000194-GENERAL HOLMES DR,THE GRAND PDE",1,3,20160225,State,1455,726.7516517
0000233-RENSHAW MCGIRR WAY,1,1,20211217,Regional,1456,3564.71175
0000678-OLD PRINCES HIGHWAY,1,2,20211209,Regional,1457,9091.649232
0000165-WESTERN DISTRIBUTOR,4,4,20161202,State,1458,1206.26391
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",2,2,20211023,Regional,1459,3633.081889
0000020-RIVERINA HIGHWAY,1,1,20160122,State,1460,370.8855209
0000027-GOLDEN HIGHWAY,2,2,20201212,State,1461,7091.445488
"0000200-KING GEORGES RD,CENTENARY DR,HOMEBUSH BAY DR",1,3,20160222,State,1462,846.974164
0006004-M4 WESTERN MOTORWAY,2,,20161121,State,1463,3255.914922
"0000377-LACHLAN VALLEY WAY,THE ESCORT WAY",1,2,20150217,State,1464,1196.352057
"0000128-GLENDONBROOK RD,GRESFORD RD,PUTTY RD",1,3,20220421,Regional,1465,5349.092754
0000007-MITCHELL HIGHWAY,3,2,20210217,State,1466,12655.67415
"0007480-VICTORIA ST,COWPASTURE RD",1,3,20210923,Regional,1467,3258.837792
"0000620-CAMDEN VALLEY WAY,REMEMBRANCE DVWY,CAMDEN BYPA",1,3,20161102,State,1468,120.8835923
"0000195-LEGGETTS DR,CESSNOCK RD,MAIN RD",3,4,20150113,State,1469,327.1662385
0000001-PRINCES HIGHWAY,3,1,20150320,State,1470,5135.43786
0000094-WAKOOL RD,1,2,20211109,Regional,1471,3683.209582
0000005-GREAT WESTERN HIGHWAY,1,3,20151010,State,1472,1443.696949
0000006-MID WESTERN HIGHWAY,1,1,20140901,State,1473,3978.191947
"0000181-WOLLOMBI RD,GREAT NORTH RD,ST ALBANS RD",1,1,20220421,Regional,1474,3576.343263
0000018-CASTLEREAGH HIGHWAY,3,2,20150915,State,1475,10459.92048
"0000091-MT DARRAGH RD,CATHCART RD",1,3,20211124,Regional,1476,1521.143646
0000009-NEW ENGLAND HIGHWAY,2,2,20211102,State,1477,20156.99787
"0007325-MAJORS BAY RD,LYONS RD W,HAMPDEN RD",1,3,20211005,Regional,1478,3618.083582
0007151-BEST RD,1,2,20210923,Regional,1479,478.2678575
"0000514-OXLEY RD,MAUDE RD",1,3,20211108,Regional,1480,3641.355645
"0000537-RICHMOND RD,BLACKTOWN RD,ROOTY HILL RD N",1,2,20160113,State,1481,241.0599465
0000286-KOSCIUSZKO RD,1,1,20140927,State,1482,3723.289642
0000021-COBB HIGHWAY,1,3,20140902,State,1483,3781.890805
"0007335-BIRRELL ST,PENKIVIL ST,BENNETT ST",1,3,20210910,Regional,1484,2048.021905
0000012-GWYDIR HIGHWAY,3,4,20201104,State,1485,919.7089099
0000016-BRUXNER HIGHWAY,1,2,20140218,State,1486,6842.448155
"0000545-BROKEN HEAD RD,BYRON BAY RD,THE COAST RD",1,3,20220601,Regional,1487,3423.459773
"0000394-THE SNOWY RIVER WAY,DALGETY RD",1,1,20211124,Regional,1488,5968.514231
0000029-KAMILAROI HIGHWAY,1,3,20211102,State,1489,7023.387389
"0007153-QUAKERS HILL PWY,KNOX RD,FERRERS RD",1,3,20210923,Regional,1490,6016.795111
0000051-KINGS HIGHWAY,3,3,20210226,State,1491,1683.957066
"0000192-THE BUCKETTS WAY,GLOUCESTER RD,WINGHAM RD",1,4,20220429,Regional,1492,471.8056385
"0000581-SPRINGHILL RD,CORRIMAL ST",1,2,20160303,State,1493,849.1861068
0000001-PRINCES HIGHWAY,2,3,20150320,State,1494,2582.589976
"0000108-NELSON BAY RD,CORMORANT RD",1,2,20150108,State,1495,1193.834673
"0000132-MACINTYRE RD,BARRABA RD,BUNDARRA RD",1,2,20220520,Regional,1496,3903.909857
"0000167-CANTERBURY RD,NEWBRIDGE RD,MILPERRA RD",1,2,20151208,State,1497,602.579301
"0000057-GOLDFIELDS WAY, THE GIPPS WAY, FIFIELD RD, THE BOGAN WAY",2,3,20140901,Regional,1498,241.0068767
"0000061-HENRY PARKES WAY,THE ESCORT WAY",3,4,20140926,State,1499,1196.194539
"0000130-WERRIS CREEK RD,DURI RD",1,,20220509,Regional,1500,702.9088038
0000160-OLD NORTHERN RD,1,3,20160114,State,1501,845.1662741
0007513-LAKE CARGELLIGO RD,1,3,20220205,Regional,1502,14367.5118
0007078-TOOTHILL ST,1,3,20210928,Regional,1503,474.2047091
"0000188-GLEBE RD,KING ST,DARBY ST",1,3,20220503,Regional,1504,2505.636593
0000214-ULAN RD,1,1,20211220,Regional,1505,3551.002724
0000258-WOMBEYAN CAVES RD,1,4,20211213,Regional,1506,1213.198665
"0000208-WOLLAR RD,BYLONG VALLEY WAY",1,2,20220208,Regional,1507,3556.286715
0000022-SILVER CITY HIGHWAY,2,1,20140911,State,1508,20434.55843
"0000217-WANGI RD,LAKE RD",1,2,20160308,State,1509,2396.29898
0002112-CONDAMINE ST,1,3,20211017,Regional,1510,827.9000021
0000001-PRINCES HIGHWAY,2,2,20150320,State,1511,1209.586996
0000005-GREAT WESTERN HIGHWAY,2,3,20130921,State,1512,1441.135772
0002024-BALACLAVA RD,1,3,20211017,Regional,1513,2859.049014
"0007106-RAILWAY TCE,RAILWAY ST",1,4,20211002,Regional,1514,1208.100902
0000001-PRINCES HIGHWAY,9,2,20211115,Regional,1515,487.4464217
0000170-BOTANY RD,2,3,20160311,State,1516,1210.311837
0007755-OCEAN VIEW DR,1,3,20220419,Regional,1517,1836.324471
0000410-KIDMAN WAY,1,1,20140905,State,1518,12237.89556
"0007514-COCKIES RD,NYNGAN RD",1,2,20220205,Regional,1519,357.7274935
0000017-NEWELL HIGHWAY,1,3,20150220,State,1520,370.0586969
0000628-TOOMA RD,1,1,20211117,Regional,1521,22224.28621
"0007228-EDENSOR RD,MEADOWS RD",1,4,20210927,Regional,1522,3623.862271
0000029-KAMILAROI HIGHWAY,1,3,20211102,State,1523,3517.648193
"0007288-DUNHEVED RD,WERRINGTON RD",1,4,20210925,Regional,1524,481.0919138
"0000070-GOODOOGA RD,ARTHUR HALL VC WAY",1,2,20150910,State,1525,3491.068553
0007123-RICKARD RD,1,2,20210210,Regional,1526,240.9651404
"0000199-ROCKY POINT RD,TAREN POINT RD",1,3,20160223,State,1527,3029.086847
"0000137-ASHFORD RD,BONSHAW RD",1,2,20220526,Regional,1528,9893.875279
"0000164-PITTWATER RD,BARRENJOEY RD",1,3,20161130,State,1529,1206.731925
0000017-NEWELL HIGHWAY,2,2,20150221,State,1530,16899.81188
0000234-BANJO PATERSON WAY,1,2,20211217,Regional,1531,14355.78361
"0000235-STOCKINBINGAL RD,TEMORA ST",1,3,20211025,Regional,1532,3646.549699
"0000061-HENRY PARKES WAY,THE ESCORT WAY",2,4,20140926,State,1533,6803.139197
"0007489-ALBERT AV,ARCHER ST",1,3,20211017,Regional,1534,1471.336646
"0000241-MILVALE RD,RYE PARK RD,MURRINGO RD",1,2,20211023,Regional,1535,3658.843218
0000185-LAWRENCE HARGRAVE DRIVE,1,3,20150210,State,1536,1936.489182
0000083-SUMMERLAND WAY,2,3,20150921,State,1537,459.8199081
0000165-WESTERN DISTRIBUTOR,2,3,20161202,State,1538,2053.198263
0000259-BURRAGORANG RD,1,2,20210921,Regional,1539,3627.132742
"0007466-HILL RD,HOLKER ST",1,4,20210924,Regional,1540,966.6994178
"0000688-WAGGA RD,MATE ST,WODONGA PL",1,4,20211110,Regional,1541,989.8536915
0000019-MONARO HIGHWAY,1,3,20150512,State,1542,866.6598708
0000173-NEW SOUTH HEAD RD,1,2,20160311,State,1543,843.6854944
