Adaptive Defrost,ApplStandard,Brand,Labelled energy consumption (kWh/year),CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number,Defrost_System_Controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Eurotech,451,"185.0,344.0",N/A,"Freezer,Fresh Food",Side by Side,China,660.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,ED-RFSSWD560SS.2,,AS/NZS  IEC  62552.3:2018,3.5,3.51238,2,N/A,550.207,"Australia,Fiji,New Zealand",153477,Approved,529.0,900.0,2028-04-04,,Class 7,Available,,http://www.eurotechdesign.co.nz/,327.4,0.3304,674.355,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3080,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Eurotech,236,168.0,N/A,Freezer,Upright,China,571.0,Freezer,N/A,N/A,6U,1426.0,-,Labelling and MEPS,ED-VF183WH.2,,AS/NZS  IEC  62552.3:2018,3.0,3.01866,1,N/A,328.769,"Australia,Fiji,New Zealand",153505,Approved,168.0,544.0,2028-04-09,,Class 9,Available,,http://www.eurotechdesign.co.nz/,252.0,0.2559,299.998,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF3082,-
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Coldstream,379,366.0,77.0,Freezer,Upright,China,650.0,Freezer,N/A,N/A,7,1720.0,-,Labelling and MEPS,CSF360,,AS/NZS  IEC  62552.3:2018,2.5,2.50953,1,N/A,555.712,"Australia,Fiji,New Zealand",153519,Approved,366.0,700.0,2028-04-09,,Class 10,Available,,http://N/A,296.9,0.396,653.566,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF3083,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Nero,319,"257.0,77.0",N/A,"Fresh Food,Freezer",Upright,China,665.0,Refrigerator/Freezer,N/A,N/A,5T,1700.0,-,Labelling and MEPS,744300,,AS/NZS  IEC  62552.3:2018,3.5,3.51119,2,N/A,380.497,"Australia,New Zealand",153520,Approved,334.0,600.0,2028-04-10,,Class 5,Available,,http://www.weatherdon.com.au/,256.9,0.3133,394.499,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF3085,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Nero,329,"321.0,94.0",N/A,"Fresh Food,Freezer",Upright,China,680.0,Refrigerator/Freezer,N/A,N/A,5T,1780.0,-,Labelling and MEPS,744400,,AS/NZS  IEC  62552.3:2018,4.0,4.00496,2,N/A,410.059,"Australia,New Zealand",153528,Approved,415.0,700.0,2028-04-10,,Class 5,Available,,http://www.weatherdon.com.au/,256.9,0.3133,488.856,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF3086,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,522,"230.0,389.0,29.0",N/A,"Freezer,Fresh Food,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRF7500SB,SRF7500SB,AS/NZS  IEC  62552.3:2018,3.5,3.51356,4,N/A,638.116,"Australia,Fiji,New Zealand",136315,Approved,648.0,-,2026-08-16,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,845.282,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2275,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,522,"230.0,389.0,29.0",N/A,"Freezer,Fresh Food,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRF7500BB,SRF7500SB,AS/NZS  IEC  62552.3:2018,3.5,3.51356,4,N/A,638.116,"Australia,Fiji,New Zealand",136315,Approved,648.0,-,2026-08-16,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,845.282,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2275,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,522,"230.0,389.0,29.0",N/A,"Freezer,Fresh Food,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRFX7600BB,SRF7500SB,AS/NZS  IEC  62552.3:2018,3.5,3.51356,4,N/A,638.116,"Australia,Fiji,New Zealand",136315,Approved,648.0,-,2026-08-16,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,845.282,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2275,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,522,"230.0,389.0,29.0",N/A,"Freezer,Fresh Food,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRFX7600W,SRF7500SB,AS/NZS  IEC  62552.3:2018,3.5,3.51356,4,N/A,638.116,"Australia,Fiji,New Zealand",136315,Approved,648.0,-,2026-08-16,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,845.282,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2275,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,568,"397.0,221.0,29.0",N/A,"Fresh Food,Freezer,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRFX9550N,SRF9100BB,AS/NZS  IEC  62552.3:2018,3.0,3.04805,4,N/A,635.347,"Australia,Fiji,New Zealand",141575,Approved,647.0,-,2026-09-23,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,837.21,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2679,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,568,"397.0,221.0,29.0",N/A,"Fresh Food,Freezer,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRF9100BB,SRF9100BB,AS/NZS  IEC  62552.3:2018,3.0,3.04805,4,N/A,635.347,"Australia,Fiji,New Zealand",141575,Approved,647.0,-,2026-09-23,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,837.21,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2679,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SAMSUNG ELECTRONICS,568,"397.0,221.0,29.0",N/A,"Fresh Food,Freezer,Two-star",Upright,South Korea,-,Refrigerator/Freezer,N/A,N/A,5B,-,No,Labelling and MEPS,SRFX9550W,SRF9100BB,AS/NZS  IEC  62552.3:2018,3.0,3.04805,4,N/A,635.347,"Australia,Fiji,New Zealand",141575,Approved,647.0,-,2026-09-23,,Class 6,Available,http://www.samsung.com/,,348.1,0.3431,837.21,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2679,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,273,"78.0,219.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5T,1520.0,-,Labelling and MEPS,CTM296NBS,CTM29*N**,AS/NZS  IEC  62552.3:2018,4.0,4.0329,2,N/A,369.151,"Australia,Fiji,New Zealand",139708,Approved,297.0,595.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,358.285,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2518,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,273,"78.0,219.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5T,1520.0,-,Labelling and MEPS,CTM297NW,CTM29*N**,AS/NZS  IEC  62552.3:2018,4.0,4.0329,2,N/A,369.151,"Australia,Fiji,New Zealand",139708,Approved,297.0,595.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,358.285,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2518,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,273,"78.0,219.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5T,1520.0,-,Labelling and MEPS,CTM29*N**,CTM29*N**,AS/NZS  IEC  62552.3:2018,4.0,4.0329,2,N/A,369.151,"Australia,Fiji,New Zealand",139708,Approved,297.0,595.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,358.285,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2518,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,273,"78.0,219.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5T,1520.0,-,Labelling and MEPS,CTM297NW3,CTM29*N**,AS/NZS  IEC  62552.3:2018,4.0,4.0329,2,N/A,369.151,"Australia,Fiji,New Zealand",139708,Approved,297.0,595.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,358.285,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2518,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,234,311.0,166.0,Freezer,Upright,China,770.0,Freezer,N/A,N/A,7,1570.0,-,Labelling and MEPS,CSH310NBSL,CSH3*****,AS/NZS  IEC  62552.3:2018,4.5,4.52415,1,N/A,516.82,"Australia,Fiji,New Zealand",145389,Approved,311.0,710.0,2027-03-15,,Class 10,Available,,,296.9,0.396,555.353,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2820,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,234,311.0,166.0,Freezer,Upright,China,770.0,Freezer,N/A,N/A,7,1570.0,-,Labelling and MEPS,CSH3*****,CSH3*****,AS/NZS  IEC  62552.3:2018,4.5,4.52415,1,N/A,516.82,"Australia,Fiji,New Zealand",145389,Approved,311.0,710.0,2027-03-15,,Class 10,Available,,,296.9,0.396,555.353,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2820,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,234,311.0,166.0,Freezer,Upright,China,770.0,Freezer,N/A,N/A,7,1570.0,-,Labelling and MEPS,CSH311NWL,CSH3*****,AS/NZS  IEC  62552.3:2018,4.5,4.52415,1,N/A,516.82,"Australia,Fiji,New Zealand",145389,Approved,311.0,710.0,2027-03-15,,Class 10,Available,,,296.9,0.396,555.353,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2820,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,234,311.0,166.0,Freezer,Upright,China,770.0,Freezer,N/A,N/A,7,1570.0,-,Labelling and MEPS,CSH311NWL3,CSH3*****,AS/NZS  IEC  62552.3:2018,4.5,4.52415,1,N/A,516.82,"Australia,Fiji,New Zealand",145389,Approved,311.0,710.0,2027-03-15,,Class 10,Available,,,296.9,0.396,555.353,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ARF2820,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS556NBD,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS558NBSD,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS557NSD,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS559NWD,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS55*N***,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,490,"356.0,203.0",",166.0","Fresh Food,Freezer",Side by Side,China,704.0,Refrigerator/Freezer,N/A,N/A,5S,1770.0,-,Labelling and MEPS,CSS556NBD3,CSS55*N***,AS/NZS  IEC  62552.3:2018,3.0,3.30298,2,N/A,564.791,"Australia,Fiji,New Zealand",139963,Approved,559.0,912.0,2026-08-16,,Class 7,Available,,,327.4,0.3304,718.497,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2522,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM407NB,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM408NSS,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM407NB3,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM4**N**,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM409NBS,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,326,"310.0,100.0",",166.0","Fresh Food,Freezer",Upright,China,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,-,Labelling and MEPS,CTM410NW,CTM4**N**,AS/NZS  IEC  62552.3:2018,4.0,4.06458,2,N/A,409.969,"Australia,Fiji,New Zealand",139707,Approved,410.0,700.0,2026-08-16,,Class 5,Available,,,256.9,0.3133,488.57,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2511,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM280NB,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM281NSS,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM282NBS,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM283NW,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM28*N**,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,330,"87.0,196.0","166.0,","Freezer,Fresh Food",Upright,China,671.0,Refrigerator/Freezer,N/A,N/A,5B,1520.0,-,Labelling and MEPS,CBM283NW3,CBM28*N**,AS/NZS  IEC  62552.3:2018,3.0,3.05433,2,N/A,468.65,"Australia,Fiji,New Zealand",142386,Approved,283.0,595.0,2026-10-24,,Class 6,Available,,,348.1,0.3431,351.356,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2728,Variable defrost controller
