"REPORT_ID","Suburb","LGA Name","Total Units","Total Cas","Total Fats","Total SI","Total MI","Year","Month","Day","Time","Area Speed","Road Surface","Moisture Cond","Weather Cond","DayNight","Crash Type","Unit Resp","DUI Involved","Drugs Involved","ACCLOC_X","ACCLOC_Y"
"2020-3-19/09/2025","PENFIELD","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Wednesday","09:40 am",90,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1330196.48,1695352.21
"2020-4-19/09/2025","ASHTON","THE ADELAIDE HILLS COUNCIL",1,1,0,0,1,2020,"January","Wednesday","12:30 pm",80,"Sealed","Dry","Not Raining","Daylight","Left Road - Out of Control",9,,,1342197.77,1668507.65
"2020-5-19/09/2025","PORT AUGUSTA","CC PT.AUGUSTA.",2,1,0,0,1,2020,"January","Wednesday","12:41 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1260584.33,1942592.34
"2020-6-19/09/2025","TAPEROO","CITY OF PORT ADELAIDE ENFIELD",2,1,1,0,0,2020,"January","Wednesday","12:58 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1320107.99,1683967.64
"2020-8-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2020,"January","Wednesday","03:05 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329403.84,1669354.48
"2020-12-19/09/2025","EDINBURGH NORTH","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Wednesday","06:45 pm",80,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,"Y",,1333888.71,1694789.04
"2020-13-19/09/2025","CLELAND","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2020,"January","Thursday","12:15 am",80,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1338748.18,1666024.76
"2020-15-19/09/2025","GLENGOWRIE","CC MARION.",2,2,0,1,1,2020,"January","Thursday","10:30 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1322685.73,1663658.54
"2020-17-19/09/2025","LOXTON","LOXTON WAIKERIE DISTRICT COUNCIL",2,1,0,0,1,2020,"January","Thursday","11:00 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1511887.27,1716172.39
"2020-19-19/09/2025","FULHAM GARDENS","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Thursday","12:40 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,"Y",1320843.84,1671264.14
"2020-21-19/09/2025","HACKHAM","CITY OF ONKAPARINGA",2,3,0,3,0,2020,"January","Thursday","01:25 pm",50,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1321874.47,1646010.04
"2020-22-19/09/2025","FULHAM","CITY OF WEST TORRENS",3,6,0,0,6,2020,"January","Thursday","02:19 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,"Y",1320979.69,1670811.71
"2020-25-19/09/2025","OAKLANDS PARK","CC MARION.",2,1,0,0,1,2020,"January","Wednesday","07:10 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",2,,,1323302.6,1662360.34
"2020-27-19/09/2025","RIDLEYTON","CITY OF CHARLES STURT",3,2,0,0,2,2020,"January","Thursday","03:27 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1325915.28,1674895.89
"2020-30-19/09/2025","CROMER","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2020,"January","Thursday","02:15 pm",100,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1361394.91,1684498.8
"2020-36-19/09/2025","GLENALTA","CC MITCHAM.",2,2,0,2,0,2020,"January","Friday","01:40 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y",,1331219.6,1661407.72
"2020-41-19/09/2025","PARADISE","CC CAMPBELLTOWN.",2,1,0,0,1,2020,"January","Friday","09:25 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1335179.94,1675919.29
"2020-42-19/09/2025","OAKDEN","CITY OF PORT ADELAIDE ENFIELD",3,1,0,0,1,2020,"January","Friday","10:24 am",70,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1332054.77,1679297.82
"2020-46-19/09/2025","RENOWN PARK","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Thursday","03:40 pm",50,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1327125.2,1674453.59
"2020-47-19/09/2025","WOODVILLE WEST","CITY OF CHARLES STURT",2,2,0,0,2,2020,"January","Friday","02:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1322339.31,1676164.63
"2020-51-19/09/2025","BRAHMA LODGE","CITY OF SALISBURY",2,3,0,0,3,2020,"January","Friday","05:34 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334611.99,1687284.65
"2020-52-19/09/2025","FLINDERS PARK","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Friday","05:57 pm",40,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1323680.39,1672734.96
"2020-53-19/09/2025","DRY CREEK","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Friday","06:10 pm",90,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1328193.95,1682702
"2020-62-19/09/2025","ROSEWATER","CITY OF PORT ADELAIDE ENFIELD",2,3,0,0,3,2020,"January","Saturday","09:30 am",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1322284.61,1678958.86
"2020-65-19/09/2025","MODBURY","CITY OF TEA TREE GULLY",2,1,0,0,1,2020,"January","Saturday","11:57 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,"Y",1337226.45,1681128.28
"2020-66-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2020,"January","Saturday","12:17 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1329604.68,1669909.47
"2020-67-19/09/2025","SHEIDOW PARK","CC MARION.",2,1,0,0,1,2020,"January","Saturday","01:15 pm",80,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1320343.3,1653904.34
"2020-68-19/09/2025","ST PETERS","CC OF NORWOOD,PAYNEHAM & ST PETERS",4,1,0,0,1,2020,"January","Saturday","12:12 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1330854.71,1672748.37
"2020-71-19/09/2025","KANGARILLA","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Saturday","02:16 pm",80,"Sealed","Wet","Not Raining","Daylight","Hit Fixed Object",1,,,1330759.24,1646131.53
"2020-72-19/09/2025","HAPPY VALLEY","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Saturday","02:28 pm",60,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1327781.64,1652786.28
"2020-73-19/09/2025","KILBURN","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2020,"January","Saturday","01:45 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1328045.05,1677081.54
"2020-74-19/09/2025","KENT TOWN","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2020,"January","Saturday","03:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1329936.66,1671050.39
"2020-79-19/09/2025","EYRE","CITY OF PLAYFORD.",2,3,0,0,3,2020,"January","Saturday","07:08 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334450.71,1695787.2
"2020-81-19/09/2025","PROSPECT","CITY OF PROSPECT",2,1,0,0,1,2020,"January","Saturday","10:33 pm",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y","Y",1327264.46,1675283.67
"2020-86-19/09/2025","GOULD CREEK","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Sunday","03:30 am",100,"Sealed","Wet","Raining","Night","Hit Fixed Object",1,,,1338480.86,1690516.37
"2020-87-19/09/2025","GEMMELLS","ALEXANDRINA COUNCIL",2,1,0,1,0,2020,"January","Sunday","04:30 am",100,"Sealed","Wet","Raining","Night","Hit Fixed Object",1,,,1354155.76,1641248.35
"2020-95-19/09/2025","KOOLYWURTIE","YORKE PENINSULA COUNCIL",2,6,0,3,3,2020,"January","Saturday","03:30 pm",100,"Unsealed","Dry","Not Raining","Daylight","Right Angle",2,,,1233780.06,1703227.18
"2020-96-19/09/2025","CROYDON","CITY OF CHARLES STURT",2,2,0,0,2,2020,"January","Sunday","10:34 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1325223.55,1673744.78
"2020-97-19/09/2025","COOBOWIE","YORKE PENINSULA COUNCIL",2,1,0,1,0,2020,"January","Sunday","08:12 am",80,"Sealed","Wet","Not Raining","Daylight","Hit Fixed Object",1,,,1248310.34,1659831.7
"2020-98-19/09/2025","BEDFORD PARK","CC MITCHAM.",3,1,0,0,1,2020,"January","Sunday","10:40 am",60,"Sealed","Wet","Raining","Daylight","Rear End",1,,,1325172.53,1660394.58
"2020-100-19/09/2025","HILTON","CITY OF WEST TORRENS",3,1,0,0,1,2020,"January","Sunday","01:05 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1325780.55,1669917.49
"2020-104-19/09/2025","MEDINDIE","WALKERVILLE TOWN COUNCIL",2,3,0,0,3,2020,"January","Sunday","04:06 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1329443.23,1673312.65
"2020-105-19/09/2025","PAISLEY","LOXTON WAIKERIE DISTRICT COUNCIL",1,1,0,1,0,2020,"January","Wednesday","11:00 am",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1425827.03,1734142.72
"2020-106-19/09/2025","TUNGKILLO","MID MURRAY DISTRICT COUNCIL",2,1,0,0,1,2020,"January","Sunday","02:00 pm",100,"Sealed","Wet","Not Raining","Daylight","Hit Fixed Object",1,"Y",,1370610.73,1679126.37
"2020-108-19/09/2025","PELICAN LAGOON","KANGAROO ISLAND COUNCIL",3,1,0,0,1,2020,"January","Sunday","06:15 pm",100,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1248358.28,1571321.29
"2020-110-19/09/2025","SALISBURY","CITY OF SALISBURY",3,2,0,1,1,2020,"January","Sunday","09:20 pm",60,"Sealed","Dry","Not Raining","Night","Head On",1,,"Y",1332416.13,1688974.98
"2020-120-19/09/2025","QUEENSTOWN","CITY OF PORT ADELAIDE ENFIELD",2,3,0,1,2,2020,"January","Monday","10:00 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1320944.93,1677835.48
"2020-121-19/09/2025","COLONEL LIGHT GARDENS","CC MITCHAM.",2,1,0,1,0,2020,"January","Monday","11:17 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1327969.04,1664534.03
"2020-129-19/09/2025","CROYDON PARK","CITY OF PORT ADELAIDE ENFIELD",2,2,0,0,2,2020,"January","Monday","03:40 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1326323.98,1675816.26
"2020-133-19/09/2025","HINDMARSH","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Monday","05:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1325953.54,1673117.02
"2020-134-19/09/2025","SALISBURY EAST","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Monday","04:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1334178.48,1684646
"2020-140-19/09/2025","BROMPTON","CITY OF CHARLES STURT",2,2,0,0,2,2020,"January","Tuesday","03:30 am",50,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y","Y",1326068.36,1673248.71
"2020-142-19/09/2025","MITCHELL PARK","CC MARION.",2,1,0,0,1,2020,"January","Tuesday","08:39 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1324380.03,1661734.89
"2020-143-19/09/2025","TOORAK GARDENS","CITY OF BURNSIDE",1,1,0,0,1,2020,"January","Tuesday","08:30 am",60,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1331705.65,1669030.29
"2020-144-19/09/2025","PARA HILLS WEST","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Tuesday","08:51 am",60,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1333558.24,1683841.63
"2020-145-19/09/2025","CHELTENHAM","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Friday","04:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1322125.85,1676413.1
"2020-149-19/09/2025","KILBURN","CITY OF PORT ADELAIDE ENFIELD",2,4,0,0,4,2020,"January","Tuesday","11:01 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,"Y",1327206.14,1677437.48
"2020-156-19/09/2025","PERLUBIE","DC STREAKY BAY.",1,1,0,1,0,2020,"January","Tuesday","06:50 am",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,931732.42,1939450.76
"2020-158-19/09/2025","WOODVILLE SOUTH","CITY OF CHARLES STURT",2,3,0,0,3,2020,"January","Tuesday","01:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1322735.23,1675828.1
"2020-163-19/09/2025","PORT NOARLUNGA SOUTH","CITY OF ONKAPARINGA",1,1,0,0,1,2020,"January","Tuesday","03:30 pm",50,"Sealed","Dry","Not Raining","Daylight","Roll Over",9,,,1316136.86,1645195.14
"2020-166-19/09/2025","SALISBURY HEIGHTS","CITY OF SALISBURY",4,1,0,1,0,2020,"January","Tuesday","03:55 pm",80,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1336290.58,1689330.2
"2020-170-19/09/2025","GEPPS CROSS","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2020,"January","Tuesday","05:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,"Y",,1328435.03,1679265.26
"2020-171-19/09/2025","STEINFELD","MID MURRAY DISTRICT COUNCIL",1,1,0,1,0,2020,"January","Tuesday","09:00 pm",100,"Unsealed","Dry","Not Raining","Night","Left Road - Out of Control",1,,,1392534.98,1728728.14
"2020-174-19/09/2025","GEPPS CROSS","CITY OF PORT ADELAIDE ENFIELD",4,1,0,0,1,2020,"January","Wednesday","07:34 am",70,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1329452.14,1680242
"2020-180-19/09/2025","STEPNEY","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2020,"January","Wednesday","10:50 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1331172.71,1672480.14
"2020-184-19/09/2025","PLYMPTON","CITY OF WEST TORRENS",3,1,0,0,1,2020,"January","Wednesday","12:05 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1323520.21,1666057.47
"2020-185-19/09/2025","ROCKY GULLY","RC MURRAY BRIDGE.",2,1,0,1,0,2020,"January","Wednesday","08:15 am",100,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1382409.49,1650340.21
"2020-188-19/09/2025","EVANSTON PARK","CT GAWLER.",2,4,0,1,3,2020,"January","Wednesday","12:05 pm",40,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,"Y",1342702.99,1704361.52
"2020-189-19/09/2025","ALBERT PARK","CITY OF CHARLES STURT",2,2,0,0,2,2020,"January","Wednesday","02:46 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1322074.53,1676250
"2020-190-19/09/2025","PINNAROO","SOUTHERN MALLEE DISTRICT COUNCIL",2,1,0,0,1,2020,"January","Wednesday","12:10 pm",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1533365.19,1619645.45
"2020-192-19/09/2025","VISTA","CITY OF TEA TREE GULLY",1,1,0,0,1,2020,"January","Wednesday","03:25 pm",80,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1340845.38,1679408.74
"2020-194-19/09/2025","HOVE","CITY OF HOLDFAST BAY",2,1,0,0,1,2020,"January","Wednesday","02:50 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1321128.03,1661342.6
"2020-197-19/09/2025","CHARLESTON","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2020,"January","Wednesday","03:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1355925.75,1670779.99
"2020-208-19/09/2025","NEWTON","CC CAMPBELLTOWN.",3,2,0,0,2,2020,"January","Wednesday","08:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1335409,1674565.16
"2020-210-19/09/2025","WALKLEY HEIGHTS","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Wednesday","09:45 pm",60,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",2,"Y",,1331258.29,1680682.96
"2020-212-19/09/2025","BELAIR","CC MITCHAM.",2,1,0,0,1,2020,"January","Thursday","03:50 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1330341.69,1662454.39
"2020-215-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2020,"January","Monday","03:00 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1328719.6,1670767.95
"2020-217-19/09/2025","GOULD CREEK","CITY OF TEA TREE GULLY",2,4,0,2,2,2020,"January","Thursday","09:00 am",80,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1344553.62,1688756.51
"2020-219-19/09/2025","LEWISTON","LIGHT REGIONAL COUNCIL",2,1,0,1,0,2020,"January","Thursday","12:07 pm",80,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1332467.99,1707368.03
"2020-222-19/09/2025","MELROSE PARK","CC MITCHAM.",2,1,0,0,1,2020,"January","Thursday","12:56 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1325938.63,1664190.98
"2020-227-19/09/2025","BLEWITT SPRINGS","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Thursday","01:45 pm",80,"Sealed","Dry","Not Raining","Daylight","Side Swipe",2,,,1327255.79,1641506.04
"2020-229-19/09/2025","GEPPS CROSS","CITY OF PORT ADELAIDE ENFIELD",4,1,0,0,1,2020,"January","Thursday","05:00 pm",70,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1328755.94,1680461.5
"2020-230-19/09/2025","SEACLIFF PARK","CITY OF HOLDFAST BAY",2,1,0,0,1,2020,"January","Thursday","05:50 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1321187.59,1659325.76
"2020-231-19/09/2025","ROSTREVOR","CC CAMPBELLTOWN.",2,2,0,0,2,2020,"January","Thursday","06:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1335438.32,1673521.92
"2020-236-19/09/2025","DE ROSE HILL",,1,3,0,0,3,2020,"January","Thursday","01:55 pm",110,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,825869.07,2608430.63
"2020-240-19/09/2025","SALISBURY EAST","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Friday","08:15 am",80,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1333298.13,1685374.25
"2020-242-19/09/2025","KENSINGTON","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2020,"January","Friday","11:31 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1332574.26,1670424.54
"2020-244-19/09/2025","MORPHETT VALE","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Friday","02:25 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,"Y",1320744.01,1650894.54
"2020-246-19/09/2025","NOARLUNGA CENTRE","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Friday","02:45 pm",60,"Sealed","Wet","Raining","Daylight","Hit Fixed Object",1,,,1317362.94,1647424.75
"2020-248-19/09/2025","BOLIVAR","CITY OF SALISBURY",3,2,0,0,2,2020,"January","Friday","03:25 pm",90,"Sealed","Wet","Raining","Daylight","Rear End",1,,,1328391.62,1688964.31
"2020-250-19/09/2025","COLLINSWOOD","WALKERVILLE TOWN COUNCIL",2,1,0,0,1,2020,"January","Monday","05:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",2,,,1330459.13,1675186.47
"2020-253-19/09/2025","SMITHFIELD","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Friday","04:42 pm",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1337801.53,1696989.21
"2020-261-19/09/2025","EXETER","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2020,"January","Friday","05:30 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1318790.33,1680489.29
"2020-266-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",3,2,0,0,2,2020,"January","Saturday","11:42 am",50,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1510207.76,1340446.01
"2020-268-19/09/2025","ST MARYS","CC MITCHAM.",2,1,0,0,1,2020,"January","Saturday","02:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,"Y",1325992.58,1662296.41
"2020-270-19/09/2025","CHITON","ALEXANDRINA COUNCIL",2,4,0,0,4,2020,"January","Saturday","02:07 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1331217.93,1603097.27
"2020-272-19/09/2025","THEBARTON","CITY OF WEST TORRENS",2,1,0,0,1,2020,"January","Saturday","02:10 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1326579.97,1671452.91
"2020-274-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,0,1,2020,"January","Saturday","04:20 pm",50,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1329272.6,1671168.12
"2020-275-19/09/2025","MORPHETT VALE","CITY OF ONKAPARINGA",2,1,0,0,1,2020,"January","Saturday","04:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1321457.29,1648713.69
"2020-278-19/09/2025","COOMANDOOK","COORONG DISTRICT COUNCIL",2,1,1,0,0,2020,"January","Saturday","01:50 pm",110,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1423618.84,1607279.94
"2020-281-19/09/2025","BELAIR","CC MITCHAM.",2,1,0,0,1,2020,"January","Sunday","04:22 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y","Y",1330572.05,1662992.38
"2020-286-19/09/2025","WOODVILLE PARK","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Sunday","09:35 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1323201.1,1675493.66
"2020-290-19/09/2025","BLACKWOOD","CC MITCHAM.",2,3,0,0,3,2020,"January","Sunday","01:11 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1329679.25,1660544.48
"2020-291-19/09/2025","POORAKA","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Saturday","04:25 pm",70,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1330489.22,1681819.14
"2020-292-19/09/2025","KERSBROOK","THE ADELAIDE HILLS COUNCIL",2,1,0,1,0,2020,"January","Sunday","11:00 am",80,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1354084.66,1683255.98
"2020-297-19/09/2025","PYAP","LOXTON WAIKERIE DISTRICT COUNCIL",2,1,1,0,0,2020,"January","Sunday","01:25 pm",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1500013.43,1719694.46
"2020-298-19/09/2025","WIRRINA COVE","DC YANKALILLA.",2,1,0,1,0,2020,"January","Sunday","01:15 pm",100,"Sealed","Dry","Not Raining","Daylight","Head On",2,,,1297291.35,1609801.49
"2020-301-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,2,0,0,2,2020,"January","Sunday","06:25 pm",50,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1328378,1671130.06
"2020-302-19/09/2025","MARCOLLAT","DC KINGSTON.",2,2,0,0,2,2020,"January","Friday","10:30 am",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1475074.8,1486199.71
"2020-305-19/09/2025","MONASH","THE BERRI BARMERA COUNCIL",3,2,0,0,2,2020,"January","Monday","10:30 am",100,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1510919.67,1739170.96
"2020-306-19/09/2025","TOTNESS","DC MT.BARKER.",2,1,0,0,1,2020,"January","Sunday","11:00 pm",110,"Sealed","Dry","Not Raining","Night","Hit Animal",2,,,1349656.77,1655393.17
"2020-307-19/09/2025","MYPONGA","DC YANKALILLA.",2,1,0,1,0,2020,"January","Monday","11:45 am",80,"Unsealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,"Y",1320709.78,1622686.1
"2020-308-19/09/2025","BROOKLYN PARK","CITY OF WEST TORRENS",2,1,0,0,1,2020,"January","Monday","11:00 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1324123.03,1670938.82
"2020-310-19/09/2025","GLOBE DERBY PARK","CITY OF SALISBURY",2,3,0,0,3,2020,"January","Monday","01:45 pm",90,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1328661.36,1685782.81
"2020-311-19/09/2025","CAVAN","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Sunday","12:00 pm",70,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1328720.71,1681534.83
"2020-313-19/09/2025","EDINBURGH NORTH","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Monday","03:18 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1335715.73,1695071.07
"2020-317-19/09/2025","WINGFIELD","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2020,"January","Monday","04:09 pm",70,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1326478.36,1680243.99
"2020-321-19/09/2025","WOODVILLE SOUTH","CITY OF CHARLES STURT",2,1,0,0,1,2020,"January","Monday","05:14 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1323024.53,1675577.53
"2020-323-19/09/2025","EYRE","CITY OF PLAYFORD.",3,1,0,0,1,2020,"January","Monday","07:15 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334450.71,1695787.2
"2020-325-19/09/2025","YATALA VALE","CITY OF TEA TREE GULLY",2,1,0,0,1,2020,"January","Monday","10:15 pm",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,"Y",,1341176.32,1684911.86
"2020-329-19/09/2025","MOUNT BARKER","DC MT.BARKER.",2,1,0,0,1,2020,"January","Monday","01:43 pm",80,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1353796.08,1653916.62
"2020-331-19/09/2025","DRY CREEK","CITY OF PORT ADELAIDE ENFIELD",3,1,0,0,1,2020,"January","Tuesday","09:00 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1327216.04,1680178.11
"2020-335-19/09/2025","SALISBURY","CITY OF SALISBURY",2,1,0,0,1,2020,"January","Tuesday","10:35 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1332649.92,1688325.21
"2020-340-19/09/2025","ELIZABETH SOUTH","CITY OF PLAYFORD.",2,1,0,0,1,2020,"January","Tuesday","01:37 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334948.61,1691941.13
