"REPORT_ID","Suburb","LGA Name","Total Units","Total Cas","Total Fats","Total SI","Total MI","Year","Month","Day","Time","Area Speed","Road Surface","Moisture Cond","Weather Cond","DayNight","Crash Type","Unit Resp","DUI Involved","Drugs Involved","ACCLOC_X","ACCLOC_Y"
"2021-19883-19/09/2025","PARAFIELD GARDENS","CITY OF SALISBURY",2,2,0,0,2,2021,"August","Thursday","04:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1330832.18,1687306.8
"2021-19884-19/09/2025","TORRENS PARK","CC MITCHAM.",4,1,0,0,1,2021,"August","Wednesday","05:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1329384.01,1664214.53
"2021-19887-19/09/2025","ELIZABETH VALE","CITY OF PLAYFORD.",3,1,0,0,1,2021,"August","Thursday","06:15 pm",60,"Sealed","Dry","Not Raining","Night","Right Turn",1,,,1335254.54,1690056.88
"2021-19889-19/09/2025","WHYALLA PLAYFORD","CC WHYALLA.",2,1,0,0,1,2021,"August","Thursday","06:45 pm",60,"Sealed","Dry","Not Raining","Night","Rear End",2,,,1239364.92,1883256.57
"2021-19890-19/09/2025","SEATON","CITY OF CHARLES STURT",2,1,0,0,1,2021,"August","Thursday","06:47 pm",60,"Sealed","Dry","Not Raining","Night","Right Angle",2,,,1320713.72,1676060.8
"2021-19894-19/09/2025","LOXTON","LOXTON WAIKERIE DISTRICT COUNCIL",2,1,0,0,1,2021,"August","Thursday","10:00 pm",60,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",2,,,1509747.96,1714669.61
"2021-19895-19/09/2025","PARALOWIE","CITY OF SALISBURY",2,2,0,1,1,2021,"August","Thursday","10:53 pm",50,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1328263.13,1689895.64
"2021-19898-19/09/2025","EDINBURGH","CITY OF SALISBURY",2,2,0,0,2,2021,"August","Friday","04:52 am",80,"Sealed","Wet","Raining","Night","Right Turn",1,,,1331791.2,1692353.34
"2021-19900-19/09/2025","HAWTHORN","CC MITCHAM.",2,1,0,0,1,2021,"August","Thursday","09:00 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1328848.49,1665201.32
"2021-19901-19/09/2025","PASADENA","CC MITCHAM.",2,1,0,0,1,2021,"August","Thursday","07:30 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1327263.23,1662148.96
"2021-19902-19/09/2025","WARRADALE","CC MARION.",2,1,0,0,1,2021,"August","Friday","08:40 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1322758.09,1661226.56
"2021-19906-19/09/2025","HAMPSTEAD GARDENS","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Thursday","03:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1331815.58,1676594.4
"2021-19915-19/09/2025","BLACKWOOD","CC MITCHAM.",2,1,0,1,0,2021,"August","Friday","11:40 am",50,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1329622.29,1660298.23
"2021-19917-19/09/2025","ADELAIDE","CITY OF ADELAIDE",3,1,0,0,1,2021,"August","Friday","12:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1327149.43,1671227.61
"2021-19918-19/09/2025","MUNNO PARA","CITY OF PLAYFORD.",2,1,0,0,1,2021,"August","Thursday","04:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1336692.66,1698550.18
"2021-19919-19/09/2025","HINDMARSH VALLEY","DC VICTOR HARBOR.",3,1,0,0,1,2021,"August","Friday","01:23 pm",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1329179.04,1608226.62
"2021-19922-19/09/2025","PARADISE","CC CAMPBELLTOWN.",3,1,0,0,1,2021,"August","Friday","03:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1334711.89,1676646.1
"2021-19924-19/09/2025","FULHAM","CITY OF WEST TORRENS",3,1,0,0,1,2021,"August","Friday","03:33 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1320985.39,1670750.78
"2021-19927-19/09/2025","MITCHELL PARK","CC MARION.",2,1,0,0,1,2021,"August","Friday","04:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1324357.4,1662157
"2021-19930-19/09/2025","MAWSON LAKES","CITY OF SALISBURY",2,1,0,0,1,2021,"August","Friday","05:27 pm",70,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1329230.8,1684007.36
"2021-19932-19/09/2025","KEILIRA","DC KINGSTON.",2,1,0,0,1,2021,"August","Friday","04:24 pm",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1466305.31,1476872.29
"2021-19933-19/09/2025","WAYVILLE","CITY OF UNLEY",2,1,0,0,1,2021,"August","Thursday","05:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1327440.06,1668517.65
"2021-19939-19/09/2025","ROSE PARK","CITY OF BURNSIDE",2,1,0,1,0,2021,"September","Saturday","01:15 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1331485.25,1669885.89
"2021-19945-19/09/2025","MCLAREN VALE","CITY OF ONKAPARINGA",2,1,0,0,1,2021,"August","Friday","11:00 pm",80,"Sealed","Dry","Not Raining","Night","Hit Animal",2,,"Y",1323288.29,1638336.98
"2021-19946-19/09/2025","MONTACUTE","THE ADELAIDE HILLS COUNCIL",2,2,0,0,2,2021,"August","Saturday","12:12 am",70,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1341248.83,1677579.04
"2021-19948-19/09/2025","BELAIR","CC MITCHAM.",3,1,0,0,1,2021,"August","Saturday","02:10 am",60,"Sealed","Dry","Not Raining","Night","Hit Fixed Object",1,,,1330504.09,1663016.26
"2021-19950-19/09/2025","BLACKWOOD","CC MITCHAM.",2,1,0,1,0,2021,"August","Thursday","03:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329105.75,1660061.09
"2021-19952-19/09/2025","MAYLANDS","CC OF NORWOOD,PAYNEHAM & ST PETERS",5,2,0,0,2,2021,"August","Saturday","09:32 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1331966.67,1671754.69
"2021-19954-19/09/2025","HACKHAM","CITY OF ONKAPARINGA",2,1,0,0,1,2021,"August","Friday","02:55 am",60,"Sealed","Dry","Not Raining","Night","Rear End",2,,,1322002.64,1647565.81
"2021-19957-19/09/2025","PORT PIRIE SOUTH","PT.PIRIE CITY & DIST. COUNCIL",2,1,0,0,1,2021,"August","Saturday","02:00 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1280417.51,1864280.02
"2021-19958-19/09/2025","KLEMZIG","CITY OF PORT ADELAIDE ENFIELD",3,1,0,0,1,2021,"August","Saturday","02:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1331690.63,1676251.12
"2021-19960-19/09/2025","WEST LAKES SHORE","CITY OF CHARLES STURT",2,2,0,1,1,2021,"August","Saturday","02:28 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1318019.05,1676837.65
"2021-19961-19/09/2025","GLENGOWRIE","CC MARION.",3,2,0,0,2,2021,"August","Saturday","03:25 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1322676.46,1663964.89
"2021-19965-19/09/2025","KILBURN","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Saturday","06:20 pm",50,"Sealed","Dry","Not Raining","Night","Right Angle",1,,,1328023.77,1678237.28
"2021-19966-19/09/2025","OLD NOARLUNGA","CITY OF ONKAPARINGA",3,4,0,1,3,2021,"August","Saturday","06:20 pm",60,"Sealed","Dry","Not Raining","Night","Rear End",2,,,1318007.28,1642059.97
"2021-19968-19/09/2025","TELOWIE","DC MT.REMARKABLE.",2,1,0,0,1,2021,"August","Saturday","05:30 pm",100,"Sealed","Dry","Not Raining","Daylight","Head On",1,,,1287852.82,1887172.76
"2021-19970-19/09/2025","CLELAND","THE ADELAIDE HILLS COUNCIL",2,1,0,1,0,2021,"August","Saturday","05:20 pm",80,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1336116.12,1667462.79
"2021-19972-19/09/2025","PORT HUGHES","COPPER COAST DISTRICT COUNCIL",2,1,0,0,1,2021,"August","Saturday","06:11 pm",50,"Sealed","Dry","Not Raining","Night","Hit Parked Vehicle",1,"Y",,1235019.42,1766592.87
"2021-19973-19/09/2025","GERMEIN BAY","DC MT.REMARKABLE.",1,1,0,0,1,2021,"August","Saturday","08:40 pm",100,"Unsealed","Dry","Not Raining","Night","Roll Over",1,,,1283365.1,1876793.21
"2021-19975-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,1,0,2021,"August","Saturday","11:37 pm",50,"Sealed","Dry","Not Raining","Night","Hit Pedestrian",2,"Y",,1328160.91,1671139.71
"2021-19978-19/09/2025","JUPITER CREEK","DC MT.BARKER.",2,1,0,0,1,2021,"August","Saturday","12:45 pm",80,"Unsealed","Dry","Not Raining","Daylight","Right Angle",1,,,1341682.89,1648927
"2021-19979-19/09/2025","KINGSTON ON MURRAY","LOXTON WAIKERIE DISTRICT COUNCIL",2,2,1,0,1,2021,"August","Sunday","05:50 am",110,"Sealed","Dry","Not Raining","Night","Head On",2,,,1487744.21,1744793.66
"2021-19980-19/09/2025","PENFIELD","CITY OF PLAYFORD.",1,1,0,0,1,2021,"August","Sunday","07:11 am",90,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,"Y","Y",1331274.68,1697277.57
"2021-19984-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,0,1,2021,"August","Sunday","08:15 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1508928.32,1341782.35
"2021-19993-19/09/2025","MCLAREN FLAT","CITY OF ONKAPARINGA",1,1,0,0,1,2021,"August","Sunday","02:10 pm",60,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1325762.72,1639364.68
"2021-19995-19/09/2025","CLEARVIEW","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Sunday","12:45 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1329693.67,1678375.17
"2021-19999-19/09/2025","RISDON PARK","PT.PIRIE CITY & DIST. COUNCIL",1,1,0,0,1,2021,"August","Sunday","04:30 pm",50,"Unsealed","Dry","Not Raining","Daylight","Roll Over",1,,,1277004.01,1864037.56
"2021-20002-19/09/2025","HOPE GAP","WAKEFIELD REGIONAL COUNCIL",2,2,0,0,2,2021,"August","Sunday","06:30 pm",110,"Sealed","Dry","Not Raining","Night","Head On",2,,,1297256.86,1808546.06
"2021-20007-19/09/2025","KEITH","DC TATIARA.",2,1,0,0,1,2021,"August","Monday","12:00 am",110,"Sealed","Wet","Raining","Night","Hit Object on Road",1,,,1479880.25,1537160.29
"2021-20008-19/09/2025","URRBRAE","CC MITCHAM.",2,1,0,0,1,2021,"August","Monday","04:40 am",80,"Sealed","Wet","Raining","Night","Roll Over",1,,,1332906.81,1665514.99
"2021-20009-19/09/2025","STURT","CC MARION.",2,1,0,0,1,2021,"August","Monday","05:50 am",60,"Sealed","Wet","Raining","Night","Right Angle",2,,,1323549.08,1660655.07
"2021-20010-19/09/2025","BURTON","CITY OF SALISBURY",2,1,0,0,1,2021,"August","Monday","07:12 am",60,"Sealed","Wet","Not Raining","Daylight","Right Angle",1,,,1330151.76,1690822.54
"2021-20011-19/09/2025","VALE PARK","WALKERVILLE TOWN COUNCIL",2,1,0,0,1,2021,"August","Monday","07:15 am",60,"Sealed","Wet","Raining","Daylight","Right Turn",2,,,1330645.93,1675348.15
"2021-20017-19/09/2025","KILKENNY","CITY OF CHARLES STURT",2,2,0,0,2,2021,"August","Monday","10:20 am",60,"Sealed","Wet","Not Raining","Daylight","Right Angle",2,,,1324550.61,1676338.68
"2021-20019-19/09/2025","BALHANNAH","THE ADELAIDE HILLS COUNCIL",2,1,0,0,1,2021,"August","Monday","10:30 am",60,"Sealed","Wet","Raining","Daylight","Right Angle",1,,,1348443.47,1662366.41
"2021-20022-19/09/2025","WEST CROYDON","CITY OF CHARLES STURT",1,1,0,0,1,2021,"August","Saturday","12:15 am",50,"Sealed","Dry","Not Raining","Night","Roll Over",1,,,1325017.52,1675000.6
"2021-20023-19/09/2025","SALISBURY","CITY OF SALISBURY",1,1,0,0,1,2021,"August","Sunday","12:00 pm",60,"Sealed","Dry","Not Raining","Daylight","Roll Over",1,,,1333600.19,1688085.5
"2021-20025-19/09/2025","DARLINGTON","CC MARION.",2,1,0,0,1,2021,"August","Monday","08:20 am",80,"Sealed","Wet","Raining","Daylight","Rear End",1,,,1324049.03,1659294.35
"2021-20026-19/09/2025","HINDMARSH VALLEY","DC VICTOR HARBOR.",2,1,0,0,1,2021,"August","Monday","01:50 pm",80,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1329376.05,1604814.92
"2021-20036-19/09/2025","SUTHERLANDS","REGIONAL COUNCIL OF GOYDER",1,1,0,0,1,2021,"August","Friday","05:35 pm",110,"Sealed","Dry","Not Raining","Daylight","Left Road - Out of Control",1,,,1386598.86,1753576.27
"2021-20037-19/09/2025","ADELAIDE","CITY OF ADELAIDE",2,1,0,1,0,2021,"August","Monday","05:22 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1327951.24,1669556.92
"2021-20043-19/09/2025","MCLAREN VALE","CITY OF ONKAPARINGA",3,1,0,0,1,2021,"August","Tuesday","05:59 am",60,"Sealed","Wet","Not Raining","Night","Hit Fixed Object",1,,,1320923.77,1639589
"2021-20050-19/09/2025","PROSPECT","CITY OF PROSPECT",2,1,0,1,0,2021,"August","Tuesday","09:15 am",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",1,,,1328859.85,1676555.32
"2021-20051-19/09/2025","YACKA","NORTHERN AREAS DISTRICT COUNCIL",3,1,0,0,1,2021,"August","Tuesday","09:05 am",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1319687.63,1823959.42
"2021-20059-19/09/2025","CHRISTIES BEACH","CITY OF ONKAPARINGA",2,1,0,0,1,2021,"August","Tuesday","08:06 am",60,"Sealed","Wet","Not Raining","Daylight","Right Angle",2,,,1317275.21,1647420.23
"2021-20060-19/09/2025","GERMEIN BAY","PT.PIRIE CITY & DIST. COUNCIL",2,2,0,0,2,2021,"August","Tuesday","09:40 am",100,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1285478.96,1867721.25
"2021-20061-19/09/2025","SALISBURY","CITY OF SALISBURY",2,1,0,0,1,2021,"August","Tuesday","01:25 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1333598.3,1688752.7
"2021-20063-19/09/2025","LIGHT PASS","THE BAROSSA COUNCIL.",3,3,0,1,2,2021,"August","Tuesday","12:35 pm",80,"Sealed","Unknown","Unknown","Daylight","Right Angle",2,,,1369886.37,1718733.13
"2021-20065-19/09/2025","EVANSTON PARK","CT GAWLER.",2,1,0,1,0,2021,"August","Tuesday","02:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1342757.14,1704432.76
"2021-20067-19/09/2025","BRIGHTON","CITY OF HOLDFAST BAY",2,1,0,0,1,2021,"August","Tuesday","03:05 pm",50,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1320752.68,1660795.69
"2021-20070-19/09/2025","MORPHETT VALE","CITY OF ONKAPARINGA",2,1,0,0,1,2021,"August","Tuesday","03:49 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1321343.14,1651034.86
"2021-20071-19/09/2025","GOLDEN GROVE","CITY OF TEA TREE GULLY",2,1,0,0,1,2021,"August","Tuesday","03:58 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1337892.14,1685350.36
"2021-20072-19/09/2025","ST PETERS","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2021,"August","Tuesday","04:03 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1331023.92,1672514.98
"2021-20082-19/09/2025","HILTON","CITY OF WEST TORRENS",2,1,0,1,0,2021,"August","Tuesday","05:50 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1324965.66,1670071.55
"2021-20085-19/09/2025","MAYLANDS","CC OF NORWOOD,PAYNEHAM & ST PETERS",1,1,0,0,1,2021,"August","Tuesday","08:40 pm",60,"Sealed","Dry","Not Raining","Night","Roll Over",1,,,1332238.21,1671761.6
"2021-20089-19/09/2025","O'HALLORAN HILL","CC MARION.",2,1,0,0,1,2021,"August","Wednesday","07:54 am",80,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1323158.24,1656818.44
"2021-20096-19/09/2025","STURT","CC MARION.",2,1,0,0,1,2021,"August","Wednesday","08:45 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1324404.88,1660668.91
"2021-20097-19/09/2025","WALKERVILLE","WALKERVILLE TOWN COUNCIL",2,1,0,0,1,2021,"August","Wednesday","09:20 am",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",1,,,1330139.41,1674910.34
"2021-20099-19/09/2025","EDWARDSTOWN","CC MARION.",3,1,0,0,1,2021,"August","Wednesday","09:02 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1325910.32,1664786.52
"2021-20102-19/09/2025","DAW PARK","CC MITCHAM.",2,1,0,0,1,2021,"August","Friday","05:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Side Swipe",2,,,1327568.23,1664471.86
"2021-20105-19/09/2025","HACKNEY","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2021,"August","Wednesday","12:00 pm",60,"Sealed","Wet","Not Raining","Daylight","Rear End",2,,,1329888.83,1671303.98
"2021-20109-19/09/2025","HAMPSTEAD GARDENS","CITY OF PORT ADELAIDE ENFIELD",1,1,0,0,1,2021,"August","Wednesday","12:50 pm",60,"Sealed","Wet","Not Raining","Daylight","Roll Over",1,,"Y",1331530.87,1676113.33
"2021-20111-19/09/2025","ST MORRIS","CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,1,0,2021,"August","Wednesday","01:49 pm",60,"Sealed","Wet","Raining","Daylight","Hit Pedestrian",1,,,1333764.53,1671802.39
"2021-20117-19/09/2025","DAVOREN PARK","CITY OF PLAYFORD.",2,2,0,0,2,2021,"August","Wednesday","03:20 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Parked Vehicle",1,,,1335009.17,1695860.17
"2021-20118-19/09/2025","TORRENS PARK","CC MITCHAM.",2,2,0,0,2,2021,"August","Wednesday","04:09 pm",60,"Sealed","Dry","Not Raining","Daylight","Head On",2,,,1329351.82,1663213.65
"2021-20121-19/09/2025","RICHMOND","CITY OF WEST TORRENS",4,1,0,0,1,2021,"August","Wednesday","06:31 pm",60,"Sealed","Dry","Not Raining","Night","Side Swipe",1,,,1325771.08,1669824.07
"2021-20124-19/09/2025","WATERLOO CORNER","CITY OF SALISBURY",2,1,0,0,1,2021,"August","Wednesday","07:23 pm",60,"Sealed","Wet","Not Raining","Night","Hit Fixed Object",1,,,1326378.29,1692322.97
"2021-20126-19/09/2025","KINGSCOTE","KANGAROO ISLAND COUNCIL",2,1,0,1,0,2021,"August","Wednesday","07:00 pm",60,"Sealed","Wet","Not Raining","Night","Right Turn",2,,,1238435.62,1592620.43
"2021-20127-19/09/2025","TRINITY GARDENS","CC OF NORWOOD,PAYNEHAM & ST PETERS",1,1,0,0,1,2021,"August","Wednesday","11:30 pm",60,"Sealed","Dry","Not Raining","Night","Roll Over",1,,"Y",1332690.49,1671774.39
"2021-20131-19/09/2025","CLEARVIEW","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Thursday","07:55 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1330391.61,1678631.34
"2021-20135-19/09/2025","HILLCREST","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Wednesday","09:20 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1332689.57,1677124.76
"2021-20136-19/09/2025","RENMARK","DC RENMARK PARINGA",2,3,0,0,3,2021,"August","Thursday","08:27 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1528782.49,1745939.78
"2021-20138-19/09/2025","DAW PARK","CC MITCHAM.",2,1,0,0,1,2021,"August","Thursday","07:46 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1326770.89,1664972.82
"2021-20142-19/09/2025","GILBERTON","WALKERVILLE TOWN COUNCIL",2,1,0,1,0,2021,"August","Thursday","11:40 am",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1329447.28,1673716.53
"2021-20145-19/09/2025","KUDLA","CT GAWLER.",2,1,0,1,0,2021,"August","Thursday","11:55 am",80,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1339499.12,1701971.04
"2021-20147-19/09/2025","GOLDEN GROVE","CITY OF TEA TREE GULLY",2,1,0,0,1,2021,"August","Thursday","02:25 pm",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1337859.71,1685518.84
"2021-20148-19/09/2025","GAWLER BELT","LIGHT REGIONAL COUNCIL",3,1,0,0,1,2021,"August","Thursday","02:45 pm",100,"Sealed","Dry","Not Raining","Daylight","Other",2,,,1343334.61,1710737.18
"2021-20154-19/09/2025","OAKLANDS PARK","CC MARION.",2,1,0,0,1,2021,"August","Thursday","04:30 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1323269.82,1660956.18
"2021-20159-19/09/2025","FULLARTON","CITY OF UNLEY",2,1,0,0,1,2021,"August","Thursday","04:53 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1331652.33,1667508.79
"2021-20161-19/09/2025","PARAFIELD GARDENS","CITY OF SALISBURY",1,1,0,0,1,2021,"August","Thursday","06:10 pm",50,"Sealed","Dry","Not Raining","Night","Roll Over",1,,,1329436.36,1687583.48
"2021-20164-19/09/2025","BORDERTOWN SOUTH","DC TATIARA.",2,2,2,0,0,2021,"August","Thursday","02:05 pm",110,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1514786.08,1499442.19
"2021-20167-19/09/2025","MOUNT GAMBIER","CC MT.GAMBIER.",2,1,0,0,1,2021,"August","Thursday","01:50 pm",50,"Sealed","Unknown","Unknown","Daylight","Hit Pedestrian",2,,,1511028.33,1340794.93
"2021-20169-19/09/2025","URRBRAE","CC MITCHAM.",2,1,0,0,1,2021,"August","Friday","08:03 am",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1330785.59,1665600.33
"2021-20170-19/09/2025","PORT LINCOLN","CC PT.LINCOLN.",2,1,0,0,1,2021,"August","Friday","07:55 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1078638.34,1698334.95
"2021-20174-19/09/2025","HOLDEN HILL","CITY OF TEA TREE GULLY",2,2,0,1,1,2021,"September","Tuesday","02:25 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1334713.27,1678543.84
"2021-20175-19/09/2025","ONE TREE HILL","CITY OF PLAYFORD.",3,1,0,0,1,2021,"August","Friday","09:00 am",100,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1342450.56,1693351.71
"2021-20177-19/09/2025","INGLE FARM","CITY OF SALISBURY",2,1,0,0,1,2021,"July","Wednesday","11:02 am",70,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1332176.53,1681756.13
"2021-20179-19/09/2025","VALE PARK","WALKERVILLE TOWN COUNCIL",2,1,0,0,1,2021,"August","Friday","10:01 am",50,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1331517.38,1675227.83
"2021-20181-19/09/2025","ELIZABETH SOUTH","CITY OF PLAYFORD.",2,1,0,0,1,2021,"August","Friday","10:40 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1334699.48,1691505.65
"2021-20182-19/09/2025","ELIZABETH SOUTH","CITY OF PLAYFORD.",2,1,0,0,1,2021,"August","Friday","10:40 am",60,"Sealed","Dry","Not Raining","Daylight","Hit Pedestrian",2,,,1334734.77,1691567.87
"2021-20187-19/09/2025","FITZROY","CITY OF PROSPECT",2,1,0,0,1,2021,"August","Tuesday","03:30 pm",50,"Sealed","Dry","Not Raining","Daylight","Right Turn",2,,,1328112.64,1674033.5
"2021-20192-19/09/2025","RIDGEHAVEN","CITY OF TEA TREE GULLY",2,1,0,0,1,2021,"August","Friday","11:20 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1337427.89,1681297.53
"2021-20200-19/09/2025","MUNNO PARA WEST","CITY OF PLAYFORD.",4,1,0,0,1,2021,"August","Friday","03:49 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1335785.79,1699047.08
"2021-20202-19/09/2025","HINDMARSH","CITY OF CHARLES STURT",4,1,0,0,1,2021,"August","Friday","03:29 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1325846.13,1673142.88
"2021-20204-19/09/2025","ST MARYS","CC MITCHAM.",3,1,0,0,1,2021,"August","Friday","03:45 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1325968.32,1662800.32
"2021-20205-19/09/2025","PENFIELD GARDENS","CITY OF PLAYFORD.",2,2,0,0,2,2021,"August","Friday","04:05 pm",80,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1331985.26,1698516.9
"2021-20206-19/09/2025","SALISBURY EAST","CITY OF SALISBURY",2,2,0,0,2,2021,"August","Friday","04:25 pm",80,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1333995.93,1686285.66
"2021-20208-19/09/2025","WALKERVILLE","WALKERVILLE TOWN COUNCIL",2,2,0,0,2,2021,"August","Friday","04:48 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Turn",1,,,1329483.39,1674233.16
"2021-20209-19/09/2025","PORT ADELAIDE","CITY OF PORT ADELAIDE ENFIELD",3,1,0,0,1,2021,"August","Friday","05:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",2,,,1320505.18,1679177.44
"2021-20212-19/09/2025","PARALOWIE","CITY OF SALISBURY",4,2,0,2,0,2021,"August","Friday","05:25 pm",50,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1328425.54,1689390.64
"2021-20215-19/09/2025","TENNYSON","CITY OF CHARLES STURT",2,1,0,0,1,2021,"August","Saturday","08:31 am",60,"Sealed","Dry","Not Raining","Daylight","Rear End",1,,,1318417.79,1674678.94
"2021-20217-19/09/2025","HILLCREST","CITY OF PORT ADELAIDE ENFIELD",2,1,0,0,1,2021,"August","Saturday","09:10 am",60,"Sealed","Dry","Not Raining","Daylight","Right Angle",1,,,1333153.94,1677525.54
"2021-20219-19/09/2025","MOUNT JAGGED","ALEXANDRINA COUNCIL",2,1,0,1,0,2021,"August","Saturday","08:40 am",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1329333.62,1618977.26
"2021-20223-19/09/2025","KENSINGTON PARK","CITY OF BURNSIDE",2,1,0,0,1,2021,"August","Friday","01:20 pm",60,"Sealed","Dry","Not Raining","Daylight","Rear End",2,,,1333875.05,1671252.08
"2021-20226-19/09/2025","HIGHLAND VALLEY","ALEXANDRINA COUNCIL",2,1,0,0,1,2021,"August","Saturday","10:30 am",100,"Sealed","Dry","Not Raining","Daylight","Hit Fixed Object",1,,,1358794.45,1642291.87
